Title,Director,Stars,IMDb-Rating,Category,Duration,Censor-board-rating,Fecha_estreno,Contiene Sexo,Recaudación(en millones de dólares)
Knockin on Heavens Door,ThomasJahn,"TilSchweiger, JanJosefLiefers, ThierryvanWerveke, MoritzBleibtreu",7.9,"Action,Crime,Comedy",87min,S,03/06/1993,TRUE,"226,203"
Badhaai ho,AmitRavindernathSharma,"AyushmannKhurrana, NeenaGupta, GajrajRao, SanyaMalhotra",8,"Comedy,Drama",124min,UA,09/02/1984,FALSE,"291,943"
Masaan,NeerajGhaywan,"RichaChadha, SanjayMishra, VickyKaushal, PankajTripathi",8.1,Drama,109min,A,29/07/1947,FALSE,"265,704"
Tôkyô goddofâzâzu,SatoshiKon,"TôruEmori, YoshiakiUmegaki, AyaOkamoto, ShôzôÎzuka",7.8,"Animation,Adventure,Comedy",90min,UA,17/02/1958,FALSE,"72,418"
Sennen joyû,SatoshiKon,"MiyokoShôji, ShôzôÎzuka, MamiKoyama, FumikoOrikasa",7.8,"Animation,Drama,Fantasy",87min,PG,05/01/2011,TRUE,"254,823"
Kind Hearts and Coronets,RobertHamer,"DennisPrice, AlecGuinness, ValerieHobson, JoanGreenwood",8,"Comedy,Crime",106min,U,13/01/2011,FALSE,"183,907"
Sherlock Jr.,BusterKeaton,"BusterKeaton, KathrynMcGuire, JoeKeaton, ErwinConnelly",8.2,"Action,Comedy,Romance",45min,S,22/01/1930,FALSE,"276,14"
Da hong deng long gao gao gua,YimouZhang,"GongLi, JingwuMa, SaifeiHe, CuifenCao",8.1,"Drama,History,Romance",125min,S,23/07/2009,TRUE,"54,723"
In America,JimSheridan,"PaddyConsidine, SamanthaMorton, DjimonHounsou, SarahBolger",7.7,Drama,105min,A,04/11/1947,TRUE,"16,483"
Bin-jip,KimKi-duk,"Seung-YunLee, HeeJae, Hyuk-hoKwon, Jin-moJoo",7.9,"Crime,Drama,Romance",88min,U,14/11/1982,TRUE,"289,577"
Höstsonaten,IngmarBergman,"IngridBergman, LivUllmann, LenaNyman, HalvarBjörk",8.1,"Drama,Music",99min,U,01/05/2003,FALSE,"219,959"
Dilwale Dulhania Le Jayenge,AdityaChopra,"ShahRukhKhan, Kajol, AmrishPuri, FaridaJalal",8,"Drama,Romance",189min,U,18/01/1978,FALSE,"16,701"
Crimes and Misdemeanors,WoodyAllen,"MartinLandau, WoodyAllen, BillBernstein, ClaireBloom",7.8,"Comedy,Drama",104min,NA,31/08/1928,FALSE,"51,633"
Love and Death,WoodyAllen,"WoodyAllen, DianeKeaton, GeorgesAdet, FrankAdu",7.7,"Comedy,War",85min,NA,17/11/1991,TRUE,"281,747"
Le notti di Cabiria,FedericoFellini,"GiuliettaMasina, FrançoisPérier, FrancaMarzi, DorianGray",8.1,Drama,110min,NA,13/05/1913,FALSE,"103,805"
La belle et la bête,"JeanCocteau,",", JeanMarais, JosetteDay, MilaParély, NaneGermon",7.9,"Drama,Fantasy,Romance",96min,NA,27/09/1912,TRUE,"85,363"
Du rififi chez les hommes,JulesDassin,"JeanServais, CarlMöhner, RobertManuel, JanineDarcey",8.1,"Crime,Drama,Thriller",118min,NA,28/02/1946,FALSE,"266,867"
El ángel exterminador,LuisBuñuel,"SilviaPinal, JacquelineAndere, EnriqueRambal, JoséBaviera",8,"Drama,Fantasy",95min,NA,17/02/1988,TRUE,"132,646"
Yume,"AkiraKurosawa,",", AkiraTerao, MitsukoBaishô, ToshieNegishi, MiekoHarada",7.7,"Drama,Fantasy",119min,NA,15/06/1981,FALSE,"205,442"
Kal Ho Naa Ho,NikkhilAdvani,"PreityZinta, ShahRukhKhan, SaifAliKhan, JayaBachchan",7.9,"Comedy,Drama,Musical",186min,U,07/09/2002,TRUE,"26,961"
Bir Zamanlar Anadoluda,NuriBilgeCeylan,"MuhammetUzuner, YilmazErdogan, TanerBirsel, AhmetMümtazTaylan",7.8,"Crime,Drama",157min,NA,03/02/1921,FALSE,"173,943"
Duck Soup,LeoMcCarey,"GrouchoMarx, HarpoMarx, ChicoMarx, ZeppoMarx",7.8,"Comedy,Musical",69min,NA,30/10/1965,TRUE,"130,55"
Tropa de Elite 2: O Inimigo Agora é Outro,JoséPadilha,"WagnerMoura, IrandhirSantos, AndréRamiro, MilhemCortaz",8,"Action,Crime,Drama",115min,NA,08/03/2001,TRUE,"74,562"
Barfi!,AnuragBasu,"RanbirKapoor, PriyankaChopraJonas, ""IleanaDCruz,"", SaurabhShukla",8.1,"Comedy,Drama,Romance",151min,U,01/10/1920,TRUE,"271,096"
C.R.A.Z.Y.,Jean-MarcVallée,"MichelCôté, Marc-AndréGrondin, DanielleProulx, ÉmileVallée",7.9,"Comedy,Drama",129min,A,16/03/1957,FALSE,"63,492"
Rang De Basanti,RakeyshOmprakashMehra,"AamirKhan, SohaAliKhan, Siddharth, SharmanJoshi",8.1,"Comedy,Crime,Drama",167min,UA,02/10/1989,TRUE,"160,116"
Talvar,MeghnaGulzar,"IrrfanKhan, KonkonaSenSharma, NeerajKabi, SohumShah",8.1,"Crime,Drama,Mystery",132min,UA,22/04/1911,FALSE,"21,393"
Dom za vesanje,EmirKusturica,"DavorDujmovic, BoraTodorovic, LjubicaAdzovic, HusnijaHasimovic",8.1,"Comedy,Crime,Drama",142min,S,22/12/1915,FALSE,"240,662"
A Wednesday,NeerajPandey,"AnupamKher, NaseeruddinShah, VirendraSaxena, MaheshKanual",8,"Action,Crime,Drama",104min,UA,30/05/1983,TRUE,"39,117"
Vera Drake,MikeLeigh,"ImeldaStaunton, JimBroadbent, HeatherCraney, RichardGraham",7.6,"Crime,Drama",125min,R,28/10/1932,TRUE,"215,915"
Udta Punjab,AbhishekChaubey,"ShahidKapoor, AliaBhatt, KareenaKapoor, DiljitDosanjh",7.7,"Action,Crime,Drama",148min,A,19/01/1947,FALSE,"116,012"
The Magdalene Sisters,PeterMullan,"EileenWalsh, DorothyDuffy, Nora-JaneNoone, Anne-MarieDuff",7.7,Drama,114min,R,11/03/1909,FALSE,"198,74"
Nueve reinas,FabiánBielinsky,"RicardoDarín, GastónPauls, GracielaTenenbaum, MaríaMercedesVillagra",7.9,"Crime,Drama,Thriller",114min,R,15/01/1952,FALSE,"186,523"
Special Chabbis,NeerajPandey,"AkshayKumar, AnupamKher, ManojBajpayee, JimmyShergill",8,"Crime,Drama,Thriller",144min,UA,01/09/1967,FALSE,"58,732"
Pink,AniruddhaRoyChowdhury,"TaapseePannu, AmitabhBachchan, KirtiKulhari, AndreaTariang",8.1,"Crime,Drama,Thriller",136min,UA,13/06/1941,TRUE,"113,628"
Sanjuro,AkiraKurosawa,"ToshirôMifune, TatsuyaNakadai, KeijuKobayashi, YûnosukeItô",8,"Action,Drama,Thriller",96min,U,26/05/1947,TRUE,"105,522"
Le dîner de cons,FrancisVeber,"ThierryLhermitte, JacquesVilleret, FrancisHuster, DanielPrévost",7.6,Comedy,80min,A,14/11/1908,TRUE,"292,584"
La Grande Illusion,JeanRenoir,"JeanGabin, DitaParlo, PierreFresnay, ErichvonStroheim",8.1,"Drama,War",113min,S,18/12/1969,TRUE,"208,443"
No Mans Land,DanisTanovic,"BrankoDjuric, ReneBitorajac, FilipSovagovic, GeorgesSiatidis",7.9,"Comedy,Drama,War",98min,R,11/01/1989,TRUE,"28,406"
Hana-bi,TakeshiKitano,"TakeshiKitano, KayokoKishimoto, RenÔsugi, SusumuTerajima",7.7,"Crime,Drama,Romance",103min,S,15/08/1908,FALSE,"132,415"
Haider,VishalBhardwaj,"ShahidKapoor, Tabu, ShraddhaKapoor, KayKayMenon",8.1,"Action,Crime,Drama",160min,UA,09/04/1938,FALSE,"78,631"
Mandariinid,ZazaUrushadze,"LembitUlfsak, ElmoNüganen, GiorgiNakashidze, MishaMeskhi",8.1,"Drama,War",87min,S,23/08/1964,FALSE,"234,273"
Jean de Florette,ClaudeBerri,"YvesMontand, GérardDepardieu, DanielAuteuil, ElisabethDepardieu",8.1,"Comedy,Drama,Western",120min,U,30/10/1972,FALSE,"203,844"
Roma città aperta,RobertoRossellini,"AnnaMagnani, AldoFabrizi, MarcelloPagliero, VitoAnnichiarico",8,"Drama,Thriller,War",103min,S,21/02/1939,TRUE,"113,538"
Zelig,WoodyAllen,"WoodyAllen, MiaFarrow, PatrickHorgan, JohnBuckwalter",7.7,Comedy,79min,S,04/03/1943,FALSE,"148,955"
La règle du jeu,JeanRenoir,"MarcelDalio, NoraGregor, PauletteDubost, MilaParély",7.9,"Comedy,Drama",110min,S,17/11/1900,TRUE,"115,395"
Drishyam 2,JeethuJoseph,"Mohanlal, Meena, Ansiba, EstherAnil",8.4,"Crime,Drama,Thriller",152min,R,20/03/1997,FALSE,"251,312"
Sullivans Travels,PrestonSturges,"JoelMcCrea, VeronicaLake, RobertWarwick, WilliamDemarest",7.9,"Adventure,Comedy,Drama",90min,U,08/01/1919,FALSE,"299,228"
Taegukgi hwinalrimyeo,Je-kyuKang,"JangDong-Gun, WonBin, Eun-juLee, Hyeong-jinKong",8,"Action,Drama,War",140min,R,19/09/1921,FALSE,"215,485"
Sholay,RameshSippy,"SanjeevKumar, Dharmendra, AmitabhBachchan, AmjadKhan",8.1,"Action,Adventure,Comedy",204min,U,10/06/1902,FALSE,"291,686"
Central do Brasil,WalterSalles,"FernandaMontenegro, ViníciusdeOliveira, MaríliaPêra, SoiaLira",8,Drama,110min,R,27/07/1923,TRUE,"7,475"
Drishyam,JeethuJoseph,"Mohanlal, Meena, AshaSharath, Ansiba",8.3,"Crime,Drama,Thriller",160min,U,16/08/1985,FALSE,"44,752"
The Muppet Christmas Carol,BrianHenson,"MichaelCaine, DaveGoelz, SteveWhitmire, JerryNelson",7.7,"Comedy,Drama,Family",85min,A,24/06/1998,FALSE,"153,782"
A Night at the Opera,"SamWood,",", GrouchoMarx, ChicoMarx, HarpoMarx, KittyCarlisle",7.8,"Comedy,Music,Musical",96min,A,04/02/1941,TRUE,"164,877"
Joyeux Noël,ChristianCarion,"DianeKruger, BennoFürmann, GuillaumeCanet, NatalieDessay",7.7,"Drama,History,Music",116min,A,01/04/1950,TRUE,"144,652"
Airlift,RajaMenon,"AkshayKumar, NimratKaur, KumudMishra, PrakashBelawadi",7.9,"Action,Drama,History",130min,UA,01/03/1984,TRUE,"210,596"
Hera Pheri,Priyadarshan,"AkshayKumar, SunielShetty, PareshRawal, Tabu",8.1,"Action,Comedy,Crime",156min,U,26/02/1943,TRUE,"207,819"
Andaz Apna Apna,RajkumarSantoshi,"AamirKhan, SalmanKhan, RaveenaTandon, KarismaKapoor",8,"Action,Comedy,Romance",160min,U,18/03/1972,TRUE,"84,093"
The Circus,CharlesChaplin,"CharlesChaplin, MernaKennedy, AlErnestGarcia, HarryCrocker",8.1,"Comedy,Family,Romance",72min,A,25/10/1954,TRUE,"186,238"
"Swades: We, the People",AshutoshGowariker,"ShahRukhKhan, GayatriJoshi, KishoriBallal, SmithSeth",8.1,"Drama,Musical",210min,U,17/01/2010,TRUE,"19,587"
Auf der anderen Seite,FatihAkin,"BakiDavrak, GürsoyGemec, CengizDaner, TuncelKurtiz",7.7,Drama,122min,A,22/01/1903,FALSE,"15,405"
M.S. Dhoni: The Untold Story,NeerajPandey,"SushantSinghRajput, KiaraAdvani, AnupamKher, DishaPatani",7.9,"Biography,Drama,Sport",184min,U,17/08/1938,FALSE,"35,781"
Munna Bhai M.B.B.S.,RajkumarHirani,"SanjayDutt, ArshadWarsi, GracySingh, BomanIrani",8.1,"Comedy,Drama",156min,U,26/07/1977,TRUE,"227,874"
Dev.D,AnuragKashyap,"AbhayDeol, MahieGill, KalkiKoechlin, DibyenduBhattacharya",7.9,"Comedy,Drama,Romance",144min,A,26/02/1962,FALSE,"204,459"
Bhaag Milkha Bhaag,RakeyshOmprakashMehra,"FarhanAkhtar, JaptejSingh, DivyaDutta, PawanMalhotra",8.2,"Biography,Drama,Sport",186min,U,23/09/2005,TRUE,"168,031"
Eskiya,YavuzTurgul,"SenerSen, UgurYücel, SerminHürmeriç, YesimSalkim",8.1,"Crime,Drama,Thriller",128min,UA,29/01/1967,FALSE,"266,915"
Queen,VikasBahl,"KanganaRanaut, RajkummarRao, LisaHaydon, JeffreyHo",8.1,"Adventure,Comedy,Drama",146min,UA,05/10/1943,TRUE,"56,291"
Black,SanjayLeelaBhansali,"AmitabhBachchan, RaniMukerji, ShernazPatel, AyeshaKapoor",8.1,Drama,122min,U,21/01/1974,TRUE,"78,861"
Veer-Zaara,YashChopra,"ShahRukhKhan, PreityZinta, RaniMukerji, KirronKher",7.8,"Drama,Family,Musical",192min,U,29/01/1948,TRUE,"45,732"
Hindi Medium,SaketChaudhary,"IrrfanKhan, SabaQamar, DishitaSehgal, DeepakDobriyal",7.8,"Comedy,Drama",132min,U,29/06/2016,TRUE,"140,356"
Vicky Donor,ShoojitSircar,"AyushmannKhurrana, YamiGautam, AnnuKapoor, DollyAhluwalia",7.8,"Comedy,Romance",126min,UA,01/12/1930,TRUE,"146,302"
OMG: Oh My God!,UmeshShukla,"PareshRawal, AkshayKumar, MithunChakraborty, MaheshManjrekar",8.1,"Comedy,Drama,Fantasy",125min,U,05/09/2016,TRUE,"173,38"
Nefes: Vatan Sagolsun,"LeventSemerci,",", MeteHorozoglu, IlkerKizmaz, BarisBagci, ÖzgürErenKoç",7.9,"Action,Drama,Thriller",128min,A,03/03/1982,TRUE,"177,191"
Kahaani,SujoyGhosh,"VidyaBalan, ParambrataChattopadhyay, IndraneilSengupta, NawazuddinSiddiqui",8.1,"Mystery,Thriller",122min,UA,11/11/2018,FALSE,"179,11"
Baby,NeerajPandey,"AkshayKumar, DannyDenzongpa, RanaDaggubati, TaapseePannu",7.9,"Action,Crime,Thriller",159min,UA,11/09/1961,TRUE,"200,362"
Her Sey Çok Güzel Olacak,ÖmerVargi,"CemYilmaz, MazharAlanson, CeydaDüvenci, SelimNasit",8.1,"Comedy,Drama,Thriller",107min,A,27/05/1946,TRUE,"206,721"
Chak De! India,ShimitAmin,"ShahRukhKhan, VidyaMalvade, SagarikaGhatge, ShilpaShukla",8.1,"Drama,Family,Sport",153min,U,21/12/1992,FALSE,"46,153"
Paan Singh Tomar,TigmanshuDhulia,"IrrfanKhan, MahieGill, RajeshAbhay, HemendraDandotiya",8.2,"Action,Biography,Crime",135min,UA,04/01/1923,TRUE,"163,998"
Lage Raho Munna Bhai,RajkumarHirani,"SanjayDutt, ArshadWarsi, VidyaBalan, BomanIrani",8,"Comedy,Drama,Romance",144min,U,17/09/1939,TRUE,"62,505"
Vizontele,"YilmazErdogan,",", YilmazErdogan, DemetAkbag, AltanErkekli, CemYilmaz",8,"Comedy,Drama",110min,UA,04/03/2018,FALSE,"295,593"
Sarfarosh,JohnMathewMatthan,"AamirKhan, NaseeruddinShah, SonaliBendre, MukeshRishi",8.1,"Action,Drama,Thriller",174min,A,11/03/1953,FALSE,"279,683"
Udaan,VikramadityaMotwane,"RajatBarmecha, RonitRoy, ManjotSingh, RamKapoor",8.1,Drama,134min,UA,09/05/1970,TRUE,"83,323"
English Vinglish,GauriShinde,"Sridevi, AdilHussain, MehdiNebbou, PriyaAnand",7.8,"Comedy,Drama,Family",134min,U,10/12/1970,TRUE,"257,148"
Anand,HrishikeshMukherjee,"RajeshKhanna, AmitabhBachchan, SumitaSanyal, RameshDeo",8.1,"Drama,Musical",122min,U,19/10/1944,FALSE,"27,965"
